ID,Annotation1,Annotation2
8313,Zm00001d039749,Zm00001d039750
8314,Zm00001d039750,Zm00001d039758
8315,Zm00001d039758,Zm00001d039903
8316,Zm00001d039758,Zm00001d039905
8317,Zm00001d039763,Zm00001d039764
8318,Zm00001d039769,Zm00001d039771
8319,Zm00001d039783,Zm00001d039785
8320,Zm00001d039796,Zm00001d039801
8321,Zm00001d039796,Zm00001d039807
8322,Zm00001d039808,Zm00001d039816
8323,Zm00001d039816,Zm00001d039851
8324,Zm00001d039816,Zm00001d039989
8325,Zm00001d039816,Zm00001d039822
8326,Zm00001d039817,Zm00001d039818
8327,Zm00001d039818,Zm00001d039822
8328,Zm00001d039824,Zm00001d039829
8329,Zm00001d039824,Zm00001d039826
8330,Zm00001d039826,Zm00001d039829
8331,Zm00001d039829,Zm00001d039833
8332,Zm00001d039829,Zm00001d039837
8333,Zm00001d039833,Zm00001d039836
8334,Zm00001d039837,Zm00001d039866
8335,Zm00001d039837,Zm00001d039841
8336,Zm00001d039837,Zm00001d039851
8337,Zm00001d039841,Zm00001d039847
8338,Zm00001d039841,Zm00001d039851
8339,Zm00001d039848,Zm00001d039866
8340,Zm00001d039848,Zm00001d039851
8341,Zm00001d039848,Zm00001d039856
8342,Zm00001d039851,Zm00001d039882
8343,Zm00001d039852,Zm00001d039871
8344,Zm00001d039852,Zm00001d039854
8345,Zm00001d039852,Zm00001d039856
8346,Zm00001d039852,Zm00001d039858
8347,Zm00001d000480,Zm00001d039866
8348,Zm00001d000480,Zm00001d039856
8349,Zm00001d039856,Zm00001d039858
8350,Zm00001d039856,Zm00001d039871
8351,Zm00001d039860,Zm00001d039865
8352,Zm00001d039866,Zm00001d039918
8354,Zm00001d039866,Zm00001d039882
8355,Zm00001d039871,Zm00001d039976
8356,Zm00001d039871,Zm00001d039882
8357,Zm00001d039871,Zm00001d039873
8358,Zm00001d039871,Zm00001d039905
8359,Zm00001d039880,Zm00001d039882
8360,Zm00001d039882,Zm00001d039884
8361,Zm00001d039893,Zm00001d039905
8363,Zm00001d039905,Zm00001d039916
8364,Zm00001d039905,Zm00001d039931
8365,Zm00001d039905,Zm00001d040166
8366,Zm00001d039905,Zm00001d039910
8367,Zm00001d039904,Zm00001d039907
8368,Zm00001d039907,Zm00001d039910
8369,Zm00001d039907,Zm00001d039916
8370,Zm00001d039908,Zm00001d039910
8371,Zm00001d039910,Zm00001d039989
8372,Zm00001d000483,Zm00001d039918
8373,Zm00001d039914,Zm00001d039916
8374,Zm00001d039914,Zm00001d039965
8375,Zm00001d039918,Zm00001d039976
8376,Zm00001d039919,Zm00001d039974
8377,Zm00001d039919,Zm00001d040059
8378,Zm00001d039919,Zm00001d000484
8379,Zm00001d039921,Zm00001d039923
8380,Zm00001d039921,Zm00001d039929
8381,Zm00001d039924,Zm00001d039929
8382,Zm00001d039926,Zm00001d039929
8383,Zm00001d039929,Zm00001d039974
8384,Zm00001d039929,Zm00001d039976
8385,Zm00001d000485,Zm00001d039936
8386,Zm00001d000485,Zm00001d039941
8387,Zm00001d039932,Zm00001d039989
8388,Zm00001d039935,Zm00001d039936
8389,Zm00001d039940,Zm00001d039942
8390,Zm00001d039941,Zm00001d039964
8391,Zm00001d039941,Zm00001d039944
8392,Zm00001d039941,Zm00001d039974
8393,Zm00001d039941,Zm00001d039976
8394,Zm00001d039941,Zm00001d039946
8395,Zm00001d039946,Zm00001d039952
8396,Zm00001d039952,Zm00001d039958
8397,Zm00001d039956,Zm00001d039958
8398,Zm00001d039956,Zm00001d039963
8399,Zm00001d039958,Zm00001d039963
8400,Zm00001d039965,Zm00001d039974
8401,Zm00001d039972,Zm00001d039973
8402,Zm00001d039972,Zm00001d039976
8403,Zm00001d039975,Zm00001d039976
8404,Zm00001d039975,Zm00001d039991
8405,Zm00001d039976,Zm00001d039980
8406,Zm00001d039976,Zm00001d000486
8408,Zm00001d039976,Zm00001d039978
8412,Zm00001d039988,Zm00001d040124
8413,Zm00001d039989,Zm00001d039994
8414,Zm00001d039989,Zm00001d040010
8415,Zm00001d039989,Zm00001d040005
8416,Zm00001d039990,Zm00001d039994
8417,Zm00001d039990,Zm00001d040002
8418,Zm00001d039990,Zm00001d040059
8419,Zm00001d039990,Zm00001d040011
8420,Zm00001d039993,Zm00001d040003
8421,Zm00001d039993,Zm00001d040010
8422,Zm00001d039994,Zm00001d040002
8423,Zm00001d039998,Zm00001d040002
8424,Zm00001d039998,Zm00001d040003
8425,Zm00001d040002,Zm00001d040003
8426,Zm00001d040002,Zm00001d040005
8427,Zm00001d040005,Zm00001d040006
8428,Zm00001d040005,Zm00001d040008
8429,Zm00001d040005,Zm00001d040010
8430,Zm00001d040006,Zm00001d040008
8431,Zm00001d040006,Zm00001d040014
8432,Zm00001d040006,Zm00001d040010
8433,Zm00001d040008,Zm00001d040014
8434,Zm00001d040008,Zm00001d040010
8435,Zm00001d040011,Zm00001d040014
8436,Zm00001d040011,Zm00001d040019
8437,Zm00001d040011,Zm00001d040059
8438,Zm00001d040014,Zm00001d040033
8439,Zm00001d040020,Zm00001d040022
8440,Zm00001d040023,Zm00001d000496
8441,Zm00001d040023,Zm00001d040028
8442,Zm00001d040027,Zm00001d040059
8443,Zm00001d040027,Zm00001d040028
8444,Zm00001d040027,Zm00001d040029
8445,Zm00001d040027,Zm00001d040032
8446,Zm00001d040028,Zm00001d040033
8447,Zm00001d040034,Zm00001d040036
8448,Zm00001d040036,Zm00001d040038
8449,Zm00001d040036,Zm00001d040048
8450,Zm00001d040036,Zm00001d040082
8451,Zm00001d040036,Zm00001d000500
8452,Zm00001d040037,Zm00001d040038
8453,Zm00001d040038,Zm00001d000500
8454,Zm00001d040040,Zm00001d000500
8455,Zm00001d000500,Zm00001d040076
8456,Zm00001d000500,Zm00001d040059
8457,Zm00001d040047,Zm00001d040059
8458,Zm00001d040048,Zm00001d040052
8459,Zm00001d040048,Zm00001d040056
8460,Zm00001d040053,Zm00001d040056
8461,Zm00001d040056,Zm00001d040059
8462,Zm00001d040057,Zm00001d040059
8463,Zm00001d040059,Zm00001d040110
8464,Zm00001d040059,Zm00001d040118
8465,Zm00001d040059,Zm00001d040160
8466,Zm00001d040059,Zm00001d040399
8467,Zm00001d040059,Zm00001d040076
8468,Zm00001d040061,Zm00001d040064
8469,Zm00001d040064,Zm00001d040076
8470,Zm00001d040066,Zm00001d040067
8471,Zm00001d040067,Zm00001d040075
8472,Zm00001d040067,Zm00001d040071
8473,Zm00001d040067,Zm00001d040076
8474,Zm00001d040071,Zm00001d040075
8475,Zm00001d040071,Zm00001d040076
8476,Zm00001d040075,Zm00001d040076
8477,Zm00001d040076,Zm00001d040107
8478,Zm00001d040076,Zm00001d040118
8479,Zm00001d040076,Zm00001d040128
8480,Zm00001d040076,Zm00001d040202
8481,Zm00001d040076,Zm00001d040082
8482,Zm00001d040082,Zm00001d040186
8483,Zm00001d040097,Zm00001d000502
8484,Zm00001d000501,Zm00001d040107
8485,Zm00001d040107,Zm00001d040192
8486,Zm00001d040107,Zm00001d040117
8487,Zm00001d040107,Zm00001d040124
8488,Zm00001d040108,Zm00001d040109
8489,Zm00001d040110,Zm00001d040186
8490,Zm00001d040110,Zm00001d040123
8491,Zm00001d040110,Zm00001d040128
8492,Zm00001d040112,Zm00001d040113
8493,Zm00001d040118,Zm00001d040128
8494,Zm00001d040118,Zm00001d040194
8495,Zm00001d040118,Zm00001d040200
8496,Zm00001d040118,Zm00001d040123
8497,Zm00001d040123,Zm00001d040160
8498,Zm00001d040123,Zm00001d040291
8499,Zm00001d040124,Zm00001d040194
8500,Zm00001d040124,Zm00001d040125
8501,Zm00001d040124,Zm00001d040128
8502,Zm00001d040126,Zm00001d040128
8503,Zm00001d040126,Zm00001d040129
8504,Zm00001d040128,Zm00001d040279
8505,Zm00001d040128,Zm00001d040363
8506,Zm00001d040128,Zm00001d040129
8507,Zm00001d040129,Zm00001d040137
8508,Zm00001d040137,Zm00001d040143
8509,Zm00001d040143,Zm00001d040294
8510,Zm00001d040144,Zm00001d040147
8511,Zm00001d040148,Zm00001d040152
8512,Zm00001d040154,Zm00001d040166
8513,Zm00001d040154,Zm00001d040155
8514,Zm00001d040157,Zm00001d040158
8515,Zm00001d040157,Zm00001d040159
8516,Zm00001d040160,Zm00001d040163
8517,Zm00001d040160,Zm00001d040194
8518,Zm00001d040160,Zm00001d040162
8519,Zm00001d040162,Zm00001d040166
8520,Zm00001d040162,Zm00001d040163
8521,Zm00001d040164,Zm00001d040166
8522,Zm00001d040164,Zm00001d040194
8523,Zm00001d040166,Zm00001d040219
8524,Zm00001d040166,Zm00001d040194
8525,Zm00001d040166,Zm00001d040219
8526,Zm00001d040167,Zm00001d040186
8527,Zm00001d040166,Zm00001d040172
8528,Zm00001d040166,Zm00001d040169
8529,Zm00001d040169,Zm00001d040171
8530,Zm00001d040169,Zm00001d040172
8531,Zm00001d040172,Zm00001d040178
8532,Zm00001d040178,Zm00001d040186
8533,Zm00001d040178,Zm00001d040183
8534,Zm00001d040183,Zm00001d040185
8535,Zm00001d040186,Zm00001d040234
8536,Zm00001d040186,Zm00001d040191
8537,Zm00001d040187,Zm00001d040197
8538,Zm00001d040189,Zm00001d040191
8539,Zm00001d040190,Zm00001d040191
8540,Zm00001d040191,Zm00001d040219
8541,Zm00001d040191,Zm00001d040279
8542,Zm00001d040192,Zm00001d040278
8543,Zm00001d040192,Zm00001d040283
8544,Zm00001d040192,Zm00001d040293
8545,Zm00001d040192,Zm00001d040399
8546,Zm00001d040193,Zm00001d040196
8547,Zm00001d040193,Zm00001d040202
8548,Zm00001d040193,Zm00001d040205
8549,Zm00001d040194,Zm00001d040215
8550,Zm00001d040194,Zm00001d040234
8551,Zm00001d040194,Zm00001d040263
8552,Zm00001d040194,Zm00001d040275
8553,Zm00001d040194,Zm00001d040363
8554,Zm00001d040196,Zm00001d040219
8555,Zm00001d040197,Zm00001d040202
8556,Zm00001d040202,Zm00001d040278
8557,Zm00001d040202,Zm00001d040279
8558,Zm00001d040202,Zm00001d040213
8559,Zm00001d040202,Zm00001d040221
8560,Zm00001d040203,Zm00001d040205
8561,Zm00001d040203,Zm00001d040216
8562,Zm00001d040203,Zm00001d040209
8563,Zm00001d040205,Zm00001d040216
8564,Zm00001d040205,Zm00001d040218
8565,Zm00001d040210,Zm00001d040216
8566,Zm00001d040210,Zm00001d040212
8567,Zm00001d040213,Zm00001d040219
8568,Zm00001d040213,Zm00001d040214
8569,Zm00001d040213,Zm00001d040215
8570,Zm00001d040215,Zm00001d040219
8571,Zm00001d040216,Zm00001d040221
8572,Zm00001d040219,Zm00001d040238
8573,Zm00001d040219,Zm00001d040278
8574,Zm00001d040219,Zm00001d040290
8575,Zm00001d040219,Zm00001d040322
8576,Zm00001d040219,Zm00001d040233
8577,Zm00001d040219,Zm00001d040234
8578,Zm00001d040219,Zm00001d040220
8579,Zm00001d040222,Zm00001d040233
8580,Zm00001d040222,Zm00001d040234
8581,Zm00001d040223,Zm00001d040233
8582,Zm00001d040233,Zm00001d040234
8583,Zm00001d040233,Zm00001d040238
8584,Zm00001d040234,Zm00001d040293
8585,Zm00001d040235,Zm00001d040238
8586,Zm00001d040243,Zm00001d040247
8587,Zm00001d040243,Zm00001d040248
8588,Zm00001d040243,Zm00001d040249
8589,Zm00001d040243,Zm00001d040278
8590,Zm00001d040244,Zm00001d040247
8591,Zm00001d040247,Zm00001d040248
8592,Zm00001d040257,Zm00001d040259
8593,Zm00001d000506,Zm00001d040263
8594,Zm00001d040260,Zm00001d040265
8595,Zm00001d040260,Zm00001d040270
8596,Zm00001d040263,Zm00001d040278
8597,Zm00001d040263,Zm00001d040264
8598,Zm00001d040263,Zm00001d040270
8599,Zm00001d040263,Zm00001d040274
8600,Zm00001d040264,Zm00001d040265
8601,Zm00001d040264,Zm00001d040268
8602,Zm00001d040268,Zm00001d040269
8603,Zm00001d040270,Zm00001d040283
8604,Zm00001d040270,Zm00001d040462
8605,Zm00001d040270,Zm00001d040274
8606,Zm00001d040270,Zm00001d040278
8607,Zm00001d040275,Zm00001d040278
8608,Zm00001d040278,Zm00001d040293
8609,Zm00001d040278,Zm00001d040305
8610,Zm00001d040278,Zm00001d040279
8611,Zm00001d040279,Zm00001d040446
8612,Zm00001d040279,Zm00001d040282
8613,Zm00001d040279,Zm00001d040286
8614,Zm00001d040279,Zm00001d040292
8615,Zm00001d040283,Zm00001d040286
8616,Zm00001d040283,Zm00001d040291
8617,Zm00001d040286,Zm00001d040289
8618,Zm00001d040286,Zm00001d000507
8619,Zm00001d040286,Zm00001d040290
8620,Zm00001d040286,Zm00001d040303
8621,Zm00001d040290,Zm00001d040303
8622,Zm00001d040291,Zm00001d040298
8623,Zm00001d040294,Zm00001d040301
8624,Zm00001d040294,Zm00001d040303
8625,Zm00001d040294,Zm00001d040298
8626,Zm00001d040297,Zm00001d040298
8627,Zm00001d040298,Zm00001d040301
8628,Zm00001d040298,Zm00001d040303
8629,Zm00001d040301,Zm00001d040303
8630,Zm00001d040302,Zm00001d040303
8631,Zm00001d040302,Zm00001d040305
8632,Zm00001d040303,Zm00001d040318
8633,Zm00001d040303,Zm00001d040462
8634,Zm00001d040303,Zm00001d040305
8635,Zm00001d040305,Zm00001d040383
8636,Zm00001d040305,Zm00001d040308
8637,Zm00001d040305,Zm00001d040329
8638,ENSRNA049464403,Zm00001d000510
8639,ENSRNA049464403,Zm00001d040317
8640,Zm00001d040312,Zm00001d040313
8641,Zm00001d040312,Zm00001d040314
8642,Zm00001d040314,Zm00001d040315
8643,Zm00001d040314,Zm00001d040318
8644,Zm00001d040314,Zm00001d040320
8645,Zm00001d040315,Zm00001d040320
8646,Zm00001d040315,Zm00001d040318
8647,Zm00001d040318,Zm00001d040399
8648,Zm00001d040318,Zm00001d040320
8649,Zm00001d040318,Zm00001d040322
8650,Zm00001d040318,Zm00001d040323
8651,Zm00001d040318,Zm00001d040366
8652,Zm00001d040320,Zm00001d040323
8653,Zm00001d040320,Zm00001d040322
8654,Zm00001d040322,Zm00001d040323
8655,Zm00001d040322,Zm00001d040329
8656,Zm00001d040323,Zm00001d040329
8657,Zm00001d040323,Zm00001d040331
8658,Zm00001d040329,Zm00001d040331
8659,Zm00001d040331,Zm00001d040340
8660,Zm00001d040333,Zm00001d040340
8661,Zm00001d040340,Zm00001d040342
8662,Zm00001d040344,Zm00001d040351
8663,Zm00001d040344,Zm00001d040357
8664,Zm00001d040348,Zm00001d040365
8665,Zm00001d040348,Zm00001d040363
8666,Zm00001d040348,Zm00001d040351
8667,Zm00001d040348,Zm00001d040357
8668,Zm00001d040351,Zm00001d040363
8669,Zm00001d040351,Zm00001d040357
8670,Zm00001d040357,Zm00001d040363
8671,Zm00001d040357,Zm00001d040365
8672,Zm00001d040357,Zm00001d040372
8673,Zm00001d040357,Zm00001d040360
8674,Zm00001d040360,Zm00001d040363
8675,Zm00001d040363,Zm00001d040399
8676,Zm00001d040363,Zm00001d040372
8677,Zm00001d040364,Zm00001d040365
8678,Zm00001d040365,Zm00001d040368
8679,Zm00001d040365,Zm00001d040383
8680,Zm00001d040366,Zm00001d040372
8681,Zm00001d040372,Zm00001d040389
8682,Zm00001d040372,Zm00001d040399
8683,Zm00001d040372,Zm00001d040429
8684,Zm00001d040372,Zm00001d040462
8685,Zm00001d040372,Zm00001d040380
8686,Zm00001d040372,Zm00001d040383
8687,Zm00001d040372,Zm00001d040373
8688,Zm00001d040380,Zm00001d040383
8689,Zm00001d040383,Zm00001d040389
8690,Zm00001d040383,Zm00001d040399
8691,Zm00001d040389,Zm00001d040392
8692,Zm00001d040389,Zm00001d040393
8693,Zm00001d040389,Zm00001d040399
8694,Zm00001d040389,Zm00001d040408
8695,Zm00001d040392,Zm00001d040393
8696,Zm00001d040392,Zm00001d040408
8697,Zm00001d040396,Zm00001d040409
8698,Zm00001d040396,Zm00001d040399
8699,Zm00001d040399,Zm00001d040408
8700,Zm00001d040399,Zm00001d040423
8701,Zm00001d040399,Zm00001d040462
8702,Zm00001d040399,Zm00001d040448
8703,Zm00001d040399,Zm00001d040536
8704,Zm00001d040408,Zm00001d040448
8705,Zm00001d040408,Zm00001d040429
8706,Zm00001d040409,Zm00001d000514
8707,Zm00001d040409,Zm00001d040422
8708,Zm00001d040409,Zm00001d040435
8709,Zm00001d040409,Zm00001d040461
8710,Zm00001d040409,Zm00001d040416
8711,Zm00001d040416,Zm00001d040448
8712,Zm00001d040416,Zm00001d040462
8713,Zm00001d040416,Zm00001d040470
8714,Zm00001d040416,Zm00001d040423
8715,Zm00001d040416,Zm00001d040429
8716,Zm00001d040416,Zm00001d040435
8717,Zm00001d040416,Zm00001d040445
8718,Zm00001d040416,Zm00001d040422
8719,Zm00001d040416,Zm00001d000515
8720,Zm00001d040416,Zm00001d040442
8721,Zm00001d040422,Zm00001d040423
8722,Zm00001d040422,Zm00001d040426
8723,Zm00001d040422,Zm00001d040429
8724,Zm00001d040422,Zm00001d040435
8725,Zm00001d040423,Zm00001d040426
8726,Zm00001d040423,Zm00001d040429
8727,Zm00001d040423,Zm00001d040470
8728,Zm00001d040426,Zm00001d040429
8729,Zm00001d040426,Zm00001d040435
8730,Zm00001d040429,Zm00001d040435
8731,Zm00001d040429,Zm00001d040442
8732,Zm00001d040429,Zm00001d040448
8733,Zm00001d040429,Zm00001d040462
8734,Zm00001d040429,Zm00001d040470
8735,Zm00001d040429,Zm00001d040445
8736,Zm00001d040435,Zm00001d040446
8737,Zm00001d040435,Zm00001d040442
8738,Zm00001d040442,Zm00001d040448
8739,Zm00001d040442,Zm00001d040445
8740,Zm00001d040445,Zm00001d040459
8741,Zm00001d040446,Zm00001d040448
8742,Zm00001d040446,Zm00001d040667
8743,Zm00001d040446,Zm00001d040455
8744,Zm00001d040448,Zm00001d040455
8745,Zm00001d040448,Zm00001d040461
8746,Zm00001d040449,Zm00001d040450
8747,Zm00001d040455,Zm00001d040459
8748,Zm00001d040459,Zm00001d040470
8749,Zm00001d040461,Zm00001d000518
8750,Zm00001d040461,Zm00001d040503
8751,Zm00001d040461,Zm00001d040571
8752,Zm00001d040462,Zm00001d040463
8753,Zm00001d040462,Zm00001d040468
8754,Zm00001d040462,Zm00001d040476
8755,Zm00001d040462,Zm00001d040513
8756,Zm00001d040463,Zm00001d040464
8757,Zm00001d040467,Zm00001d040470
8758,Zm00001d040467,Zm00001d040468
8759,Zm00001d040468,Zm00001d040470
8760,Zm00001d040470,Zm00001d040476
8761,Zm00001d040476,Zm00001d040477
8762,Zm00001d040496,Zm00001d040501
8763,Zm00001d040496,Zm00001d040497
8764,Zm00001d040503,Zm00001d040513
8765,Zm00001d040503,Zm00001d040536
8766,Zm00001d040503,Zm00001d040504
8767,Zm00001d040503,Zm00001d040505
8768,Zm00001d040505,Zm00001d040513
8769,Zm00001d040509,Zm00001d040513
8770,Zm00001d040513,Zm00001d040519
8771,Zm00001d040513,Zm00001d040667
8772,Zm00001d040513,Zm00001d040515
8773,Zm00001d040513,Zm00001d040517
8774,Zm00001d040513,Zm00001d040535
8775,Zm00001d040513,Zm00001d040540
8776,Zm00001d040515,Zm00001d040536
8777,Zm00001d040515,Zm00001d040517
8778,Zm00001d040515,Zm00001d040519
8779,Zm00001d040526,Zm00001d040527
8780,Zm00001d040526,Zm00001d040536
8781,Zm00001d040527,Zm00001d040536
8782,Zm00001d040527,Zm00001d040540
8783,Zm00001d040536,Zm00001d040612
8784,Zm00001d040536,Zm00001d040540
8785,Zm00001d040541,Zm00001d040542
8786,Zm00001d040542,Zm00001d040545
8787,Zm00001d040548,Zm00001d040554
8788,Zm00001d000525,Zm00001d040571
8789,Zm00001d000525,Zm00001d040614
8790,Zm00001d000525,Zm00001d000526
8791,Zm00001d000525,Zm00001d040562
8792,Zm00001d000526,Zm00001d040568
8793,Zm00001d000526,Zm00001d040562
8794,Zm00001d000526,Zm00001d000527
8795,Zm00001d000526,Zm00001d040572
8796,Zm00001d040562,Zm00001d000527
8797,Zm00001d040562,Zm00001d040572
8798,Zm00001d000528,Zm00001d040568
8799,Zm00001d040568,Zm00001d040571
8800,Zm00001d040573,Zm00001d040593
8801,Zm00001d040583,Zm00001d040588
8802,Zm00001d040589,Zm00001d040593
8803,Zm00001d040595,Zm00001d040596
8804,Zm00001d040603,Zm00001d040612
8805,Zm00001d040603,Zm00001d040606
8806,Zm00001d040603,Zm00001d040611
8807,Zm00001d040606,Zm00001d040611
8808,Zm00001d040611,Zm00001d040628
8809,Zm00001d040611,Zm00001d040612
8810,Zm00001d040612,Zm00001d040686
8811,Zm00001d040612,Zm00001d040734
8812,Zm00001d040612,Zm00001d040613
8813,Zm00001d040612,Zm00001d040619
8814,Zm00001d040612,Zm00001d040620
8815,Zm00001d040614,Zm00001d040619
8816,Zm00001d040614,Zm00001d040628
8817,Zm00001d040614,Zm00001d040620
8818,Zm00001d040614,Zm00001d040625
8819,Zm00001d040614,Zm00001d000534
8820,Zm00001d040618,Zm00001d040619
8821,Zm00001d040618,Zm00001d040625
8822,Zm00001d040625,Zm00001d040628
8823,Zm00001d040628,Zm00001d040629
8824,Zm00001d040629,Zm00001d040637
8825,Zm00001d040629,Zm00001d040641
8826,Zm00001d040630,Zm00001d000534
8827,Zm00001d040637,Zm00001d040641
8828,Zm00001d040638,Zm00001d040639
8829,Zm00001d040638,Zm00001d040641
8830,Zm00001d040638,Zm00001d040650
8831,Zm00001d040641,Zm00001d000534
8832,Zm00001d040641,Zm00001d040649
8833,Zm00001d040644,Zm00001d000534
8834,Zm00001d000534,Zm00001d040678
8835,Zm00001d000534,Zm00001d040696
8836,Zm00001d000534,Zm00001d040652
8837,Zm00001d000534,Zm00001d040656
8838,Zm00001d040652,Zm00001d040656
8839,Zm00001d040656,Zm00001d040660
8840,Zm00001d040656,Zm00001d000535
8841,Zm00001d040656,Zm00001d040666
8842,Zm00001d040666,Zm00001d040672
8843,Zm00001d040666,Zm00001d040678
8844,Zm00001d040666,Zm00001d040686
8845,Zm00001d040667,Zm00001d040689
8846,Zm00001d040667,Zm00001d040670
8847,Zm00001d040670,Zm00001d040672
8848,Zm00001d040672,Zm00001d040689
8849,Zm00001d040672,Zm00001d040678
8850,Zm00001d040672,Zm00001d040684
8851,Zm00001d040678,Zm00001d040684
8852,Zm00001d040678,Zm00001d040689
8853,Zm00001d040686,Zm00001d040695
8854,Zm00001d040686,Zm00001d040734
8855,Zm00001d040686,Zm00001d040748
8856,Zm00001d040686,Zm00001d040692
8857,Zm00001d040686,Zm00001d040689
8858,Zm00001d040686,Zm00001d040691
8859,Zm00001d040686,Zm00001d040696
8860,Zm00001d040689,Zm00001d040691
8861,Zm00001d040689,Zm00001d040692
8862,Zm00001d040689,Zm00001d040696
8863,Zm00001d040691,Zm00001d040692
8864,Zm00001d040693,Zm00001d040696
8865,Zm00001d040693,Zm00001d040695
8866,Zm00001d040695,Zm00001d040696
8867,Zm00001d040695,Zm00001d040702
8868,Zm00001d040696,Zm00001d040712
8869,Zm00001d040696,Zm00001d040761
8870,Zm00001d040696,Zm00001d040702
8871,Zm00001d040696,Zm00001d040717
8872,Zm00001d040702,Zm00001d040717
8873,Zm00001d040702,Zm00001d000539
8874,Zm00001d040702,Zm00001d040705
8875,Zm00001d040702,Zm00001d040712
8876,Zm00001d040710,Zm00001d040717
8877,Zm00001d040712,Zm00001d040748
8878,Zm00001d040712,Zm00001d040717
8879,Zm00001d040712,Zm00001d040724
8880,Zm00001d040717,Zm00001d040748
8881,Zm00001d040720,Zm00001d040761
8882,Zm00001d040720,Zm00001d040793
8883,Zm00001d040721,Zm00001d040724
8884,Zm00001d040721,Zm00001d040731
8885,Zm00001d040731,Zm00001d040733
8886,Zm00001d040731,Zm00001d040734
8887,Zm00001d040731,Zm00001d040735
8888,Zm00001d040734,Zm00001d040735
8889,Zm00001d040734,Zm00001d040737
8890,Zm00001d040734,Zm00001d040741
8891,Zm00001d040734,Zm00001d040748
8892,Zm00001d040734,Zm00001d040784
8893,Zm00001d040734,Zm00001d040793
8894,Zm00001d040735,Zm00001d040741
8895,Zm00001d040737,Zm00001d040741
8896,Zm00001d040741,Zm00001d040748
8897,Zm00001d040741,Zm00001d040743
8898,Zm00001d040741,Zm00001d040745
8899,Zm00001d040745,Zm00001d040748
8900,Zm00001d040748,Zm00001d040786
8901,Zm00001d040748,Zm00001d040850
8902,Zm00001d040748,Zm00001d040760
8903,Zm00001d040748,Zm00001d040828
